5
1.810055992607388475e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.534465783660286964e-01 1.752338064579526344e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000042e-03
1.810055992607388475e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.534465783660286964e-01 1.752338064579526344e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 -1.000000000000000021e-03
1.810055992607388475e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.534465783660286964e-01 1.752338064579526344e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.810055992607388475e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.534465783660286964e-01 1.752338064579526344e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-03
1.810055992607388475e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.534465783660286964e-01 1.752338064579526344e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-03
